,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
28735,2012,sd,south dakota,36.6,576.0,0,,,46
28736,2012,sd,south dakota,39.0,2263.0,1,,,46
28737,2012,sd,south dakota,37.7,2308.0,2,,,46
28738,2012,sd,south dakota,37.5,2278.0,3,,,46
28764,2012,sd,south dakota,38.5,607.0,0,,,46
28765,2012,sd,south dakota,29.1,2416.0,1,,,46
28766,2012,sd,south dakota,17.4,2441.0,2,,,46
28767,2012,sd,south dakota,13.4,2396.0,3,,,46
28793,2013,sd,south dakota,31.6,478.0,0,,,46
28794,2013,sd,south dakota,27.8,2003.0,1,,,46
28795,2013,sd,south dakota,32.6,1966.0,2,,,46
28796,2013,sd,south dakota,27.6,2076.0,3,,,46
28821,2013,sd,south dakota,36.7,478.0,0,,,46
28822,2013,sd,south dakota,40.2,2003.0,1,,,46
28823,2013,sd,south dakota,34.6,1966.0,2,,,46
28824,2013,sd,south dakota,37.0,2076.0,3,,,46
28849,2013,sd,south dakota,46.5,463.0,0,,,46
28850,2013,sd,south dakota,43.0,1968.0,1,,,46
28851,2013,sd,south dakota,38.1,1984.0,2,,,46
28852,2013,sd,south dakota,33.2,2101.0,3,,,46
28877,2013,sd,south dakota,22.6,1945.0,2,,,46
28879,2013,sd,south dakota,16.2,2085.0,3,,,46
28884,2013,sd,south dakota,28.9,1925.0,1,,,46
28901,2013,sd,south dakota,35.9,446.0,0,,,46
28905,2013,sd,south dakota,41.4,465.0,0,,,46
28906,2013,sd,south dakota,52.6,1934.0,1,,,46
28907,2013,sd,south dakota,54.3,1946.0,2,,,46
28927,2013,sd,south dakota,23.2,1954.0,1,,,46
28934,2013,sd,south dakota,11.4,463.0,0,,,46
28936,2013,sd,south dakota,14.9,1917.0,1,,,46
28937,2013,sd,south dakota,20.4,1938.0,2,,,46
28938,2013,sd,south dakota,23.0,2063.0,3,,,46
28963,2013,sd,south dakota,32.2,465.0,0,,,46
28964,2013,sd,south dakota,35.1,1926.0,1,,,46
28965,2013,sd,south dakota,35.5,1937.0,2,,,46
28966,2013,sd,south dakota,37.2,2062.0,3,,,46
28997,2013,sd,south dakota,21.4,472.0,0,,,46
28998,2013,sd,south dakota,29.5,1972.0,2,,,46
28999,2013,sd,south dakota,33.8,2097.0,3,,,46
29022,2013,sd,south dakota,21.9,1982.0,2,,,46
29026,2013,sd,south dakota,14.3,2111.0,3,,,46
29034,2013,sd,south dakota,36.8,473.0,0,,,46
29037,2013,sd,south dakota,28.9,1979.0,1,,,46
29044,2014,sd,south dakota,30.5,467.0,0,,,46
29045,2014,sd,south dakota,30.2,2087.0,1,,,46
29046,2014,sd,south dakota,31.4,2106.0,2,,,46
29047,2014,sd,south dakota,26.9,2292.0,3,,,46
29071,2014,sd,south dakota,34.7,467.0,0,,,46
29072,2014,sd,south dakota,36.7,2087.0,1,,,46
29073,2014,sd,south dakota,34.6,2106.0,2,,,46
29074,2014,sd,south dakota,35.0,2292.0,3,,,46
29100,2014,sd,south dakota,35.4,495.0,0,,,46
29101,2014,sd,south dakota,25.6,2209.0,1,,,46
29102,2014,sd,south dakota,18.7,2242.0,2,,,46
29103,2014,sd,south dakota,11.9,2418.0,3,,,46
29126,2011,tn,tennessee,34.1,736.0,0,,,47
29127,2011,tn,tennessee,32.4,1893.0,1,,,47
29128,2011,tn,tennessee,28.0,1553.0,2,,,47
29129,2011,tn,tennessee,22.0,1381.0,3,,,47
29176,2011,tn,tennessee,35.5,736.0,0,,,47
29177,2011,tn,tennessee,38.3,1893.0,1,,,47
29178,2011,tn,tennessee,37.3,1553.0,2,,,47
29179,2011,tn,tennessee,37.1,1381.0,3,,,47
29183,2011,tn,tennessee,39.0,1362.0,3,,,47
29189,2011,tn,tennessee,44.2,1518.0,2,,,47
29198,2011,tn,tennessee,49.9,1815.0,1,,,47
29201,2011,tn,tennessee,52.0,662.0,0,,,47
29212,2011,tn,tennessee,35.1,627.0,0,,,47
29213,2011,tn,tennessee,30.0,1754.0,1,,,47
29214,2011,tn,tennessee,20.7,1487.0,2,,,47
29215,2011,tn,tennessee,16.9,1342.0,3,,,47
29240,2011,tn,tennessee,24.6,661.0,0,,,47
29241,2011,tn,tennessee,37.4,1792.0,1,,,47
29242,2011,tn,tennessee,43.0,1463.0,2,,,47
29243,2011,tn,tennessee,47.3,1339.0,3,,,47
29269,2011,tn,tennessee,5.7,642.0,0,,,47
29271,2011,tn,tennessee,10.7,1761.0,1,,,47
29272,2011,tn,tennessee,13.9,1433.0,2,,,47
29273,2011,tn,tennessee,19.6,1306.0,3,,,47
29298,2011,tn,tennessee,16.0,657.0,0,,,47
29299,2011,tn,tennessee,22.9,1783.0,1,,,47
29300,2011,tn,tennessee,24.6,1436.0,2,,,47
29301,2011,tn,tennessee,25.3,1322.0,3,,,47
29325,2011,tn,tennessee,11.6,696.0,0,,,47
29326,2011,tn,tennessee,15.6,1867.0,1,,,47
29327,2011,tn,tennessee,25.2,1523.0,2,,,47
29328,2011,tn,tennessee,29.3,1370.0,3,,,47
29353,2011,tn,tennessee,40.2,1906.0,1,,,47
29354,2011,tn,tennessee,29.5,1559.0,2,,,47
29355,2011,tn,tennessee,17.8,1408.0,3,,,47
29398,2012,tn,tennessee,34.2,862.0,0,,,47
29399,2012,tn,tennessee,31.7,2201.0,1,,,47
29400,2012,tn,tennessee,33.2,1808.0,2,,,47
29401,2012,tn,tennessee,25.2,1728.0,3,,,47
29407,2012,tn,tennessee,26.2,862.0,0,,,47
29408,2012,tn,tennessee,35.4,2201.0,1,,,47
29409,2012,tn,tennessee,35.0,1808.0,2,,,47
29410,2012,tn,tennessee,37.6,1728.0,3,,,47
29443,2012,tn,tennessee,44.7,925.0,0,,,47
29444,2012,tn,tennessee,35.5,2338.0,1,,,47
29445,2012,tn,tennessee,22.4,1920.0,2,,,47
29446,2012,tn,tennessee,13.3,1833.0,3,,,47
29464,2013,tn,tennessee,41.3,668.0,0,,,47
29465,2013,tn,tennessee,34.7,1808.0,1,,,47
29466,2013,tn,tennessee,33.2,1464.0,2,,,47
29467,2013,tn,tennessee,27.0,1494.0,3,,,47
29492,2013,tn,tennessee,28.2,668.0,0,,,47
29493,2013,tn,tennessee,36.9,1808.0,1,,,47
29494,2013,tn,tennessee,32.8,1464.0,2,,,47
29495,2013,tn,tennessee,38.8,1494.0,3,,,47
29521,2013,tn,tennessee,53.8,550.0,0,,,47
29522,2013,tn,tennessee,46.8,1650.0,1,,,47
29523,2013,tn,tennessee,44.1,1381.0,2,,,47
29524,2013,tn,tennessee,36.8,1454.0,3,,,47
29557,2013,tn,tennessee,32.9,513.0,0,,,47
29564,2013,tn,tennessee,16.8,1427.0,3,,,47
29570,2013,tn,tennessee,27.3,1596.0,1,,,47
29574,2013,tn,tennessee,22.5,1351.0,2,,,47
29577,2013,tn,tennessee,23.3,1398.0,2,,,47
29597,2013,tn,tennessee,24.8,562.0,0,,,47
29598,2013,tn,tennessee,34.0,1651.0,1,,,47
29599,2013,tn,tennessee,41.1,1352.0,2,,,47
29600,2013,tn,tennessee,47.7,1427.0,3,,,47
29608,2013,tn,tennessee,10.7,1631.0,1,,,47
29609,2013,tn,tennessee,14.6,1342.0,2,,,47
29610,2013,tn,tennessee,17.4,1420.0,3,,,47
29631,2013,tn,tennessee,26.4,1458.0,3,,,47
29636,2013,tn,tennessee,15.4,559.0,0,,,47
29637,2013,tn,tennessee,19.1,1644.0,1,,,47
29638,2013,tn,tennessee,21.1,1346.0,2,,,47
29639,2013,tn,tennessee,25.9,1418.0,3,,,47
29643,2013,tn,tennessee,6.4,580.0,0,,,47
29675,2013,tn,tennessee,18.1,1696.0,1,,,47
29687,2013,tn,tennessee,22.2,1468.0,3,,,47
29703,2013,tn,tennessee,41.3,1720.0,1,,,47
29710,2013,tn,tennessee,32.2,1407.0,2,,,47
29717,2014,tn,tennessee,38.2,623.0,0,,,47
29718,2014,tn,tennessee,31.8,1647.0,1,,,47
29719,2014,tn,tennessee,30.9,1167.0,2,,,47
29720,2014,tn,tennessee,25.5,1344.0,3,,,47
29743,2014,tn,tennessee,29.3,623.0,0,,,47
29744,2014,tn,tennessee,36.7,1647.0,1,,,47
29745,2014,tn,tennessee,35.1,1167.0,2,,,47
29746,2014,tn,tennessee,41.0,1344.0,3,,,47
29771,2014,tn,tennessee,45.9,650.0,0,,,47
29772,2014,tn,tennessee,32.1,1761.0,1,,,47
29773,2014,tn,tennessee,20.5,1256.0,2,,,47
29774,2014,tn,tennessee,12.7,1432.0,3,,,47
29798,2011,tx,texas,33.6,1859.0,0,,,48
29799,2011,tx,texas,32.5,3540.0,1,,,48
29800,2011,tx,texas,32.2,3564.0,2,,,48
29801,2011,tx,texas,23.5,5021.0,3,,,48
29827,2011,tx,texas,34.4,1859.0,0,,,48
29828,2011,tx,texas,34.6,3540.0,1,,,48
29829,2011,tx,texas,34.7,3564.0,2,,,48
29830,2011,tx,texas,38.1,5021.0,3,,,48
29853,2011,tx,texas,32.0,5071.0,3,,,48
29863,2011,tx,texas,39.8,3553.0,2,,,48
29873,2011,tx,texas,44.1,3448.0,1,,,48
29876,2011,tx,texas,45.7,1911.0,0,,,48
29884,2011,tx,texas,25.2,1859.0,0,,,48
29885,2011,tx,texas,27.9,3388.0,1,,,48
29886,2011,tx,texas,20.8,3489.0,2,,,48
29887,2011,tx,texas,13.7,5020.0,3,,,48
29912,2011,tx,texas,36.5,1868.0,0,,,48
29913,2011,tx,texas,45.7,3376.0,1,,,48
29914,2011,tx,texas,52.5,3460.0,2,,,48
29915,2011,tx,texas,55.4,4954.0,3,,,48
29940,2011,tx,texas,11.1,1839.0,0,,,48
29941,2011,tx,texas,17.7,3329.0,1,,,48
29942,2011,tx,texas,21.6,3426.0,2,,,48
29943,2011,tx,texas,23.5,4922.0,3,,,48
29968,2011,tx,texas,20.6,1853.0,0,,,48
29969,2011,tx,texas,27.1,3349.0,1,,,48
29970,2011,tx,texas,30.0,3440.0,2,,,48
29971,2011,tx,texas,31.0,4924.0,3,,,48
29997,2011,tx,texas,19.1,1945.0,0,,,48
29998,2011,tx,texas,25.8,3459.0,1,,,48
29999,2011,tx,texas,31.9,3537.0,2,,,48
30000,2011,tx,texas,34.2,5057.0,3,,,48
30023,2011,tx,texas,39.9,1983.0,0,,,48
30024,2011,tx,texas,31.9,3520.0,1,,,48
30025,2011,tx,texas,23.3,3580.0,2,,,48
30026,2011,tx,texas,16.1,5095.0,3,,,48
30049,2012,tx,texas,34.3,1161.0,0,,,48
30050,2012,tx,texas,31.0,2177.0,1,,,48
30051,2012,tx,texas,29.0,2093.0,2,,,48
30052,2012,tx,texas,23.8,3079.0,3,,,48
30077,2012,tx,texas,35.9,1161.0,0,,,48
30078,2012,tx,texas,35.8,2177.0,1,,,48
30079,2012,tx,texas,35.9,2093.0,2,,,48
30080,2012,tx,texas,35.8,3079.0,3,,,48
30106,2012,tx,texas,45.6,1355.0,0,,,48
30107,2012,tx,texas,31.3,2299.0,1,,,48
30108,2012,tx,texas,22.7,2215.0,2,,,48
30109,2012,tx,texas,13.2,3213.0,3,,,48
30134,2013,tx,texas,38.7,1433.0,0,,,48
30135,2013,tx,texas,34.0,2413.0,1,,,48
30136,2013,tx,texas,29.8,2629.0,2,,,48
30137,2013,tx,texas,22.9,3580.0,3,,,48
30163,2013,tx,texas,35.7,1433.0,0,,,48
30164,2013,tx,texas,32.3,2413.0,1,,,48
30165,2013,tx,texas,35.7,2629.0,2,,,48
30166,2013,tx,texas,37.9,3580.0,3,,,48
30191,2013,tx,texas,44.4,1482.0,0,,,48
30192,2013,tx,texas,46.7,2279.0,1,,,48
30193,2013,tx,texas,42.5,2535.0,2,,,48
30194,2013,tx,texas,37.2,3494.0,3,,,48
30236,2013,tx,texas,25.0,1415.0,0,,,48
30237,2013,tx,texas,26.9,2204.0,1,,,48
30238,2013,tx,texas,21.2,2462.0,2,,,48
30239,2013,tx,texas,13.0,3443.0,3,,,48
30246,2013,tx,texas,31.3,1471.0,0,,,48
30247,2013,tx,texas,39.7,2259.0,1,,,48
30248,2013,tx,texas,43.9,2496.0,2,,,48
30249,2013,tx,texas,51.4,3419.0,3,,,48
30275,2013,tx,texas,9.4,1455.0,0,,,48
30276,2013,tx,texas,15.1,2230.0,1,,,48
30277,2013,tx,texas,20.2,2472.0,2,,,48
30279,2013,tx,texas,23.7,3401.0,3,,,48
30281,2013,tx,texas,36.5,3523.0,3,,,48
30303,2013,tx,texas,27.6,2475.0,2,,,48
30304,2013,tx,texas,27.5,3397.0,3,,,48
30328,2013,tx,texas,18.7,1465.0,0,,,48
30329,2013,tx,texas,23.9,2243.0,1,,,48
30330,2013,tx,texas,16.7,1513.0,0,,,48
30335,2013,tx,texas,25.5,2329.0,1,,,48
30336,2013,tx,texas,32.3,2577.0,2,,,48
30358,2013,tx,texas,27.6,2605.0,2,,,48
30367,2013,tx,texas,18.0,3553.0,3,,,48
30373,2013,tx,texas,41.9,1536.0,0,,,48
30379,2013,tx,texas,34.9,2371.0,1,,,48
30387,2014,tx,texas,38.9,1765.0,0,,,48
30388,2014,tx,texas,35.3,3375.0,1,,,48
30389,2014,tx,texas,32.6,3611.0,2,,,48
30390,2014,tx,texas,22.1,5263.0,3,,,48
30414,2014,tx,texas,37.4,1765.0,0,,,48
30415,2014,tx,texas,33.9,3375.0,1,,,48
30416,2014,tx,texas,35.3,3611.0,2,,,48
30417,2014,tx,texas,37.9,5263.0,3,,,48
30442,2014,tx,texas,45.2,2097.0,0,,,48
30443,2014,tx,texas,30.6,3683.0,1,,,48
30444,2014,tx,texas,24.3,3857.0,2,,,48
30469,2011,ut,utah,31.2,612.0,0,,,49
30470,2011,ut,utah,24.5,3262.0,1,,,49
30471,2011,ut,utah,25.4,3862.0,2,,,49
30472,2011,ut,utah,20.2,4159.0,3,,,49
30497,2011,ut,utah,34.3,612.0,0,,,49
30498,2011,ut,utah,34.1,3262.0,1,,,49
30499,2011,ut,utah,32.7,3862.0,2,,,49
30500,2011,ut,utah,37.8,4159.0,3,,,49
30523,2011,ut,utah,24.8,4152.0,3,,,49
30532,2011,ut,utah,34.4,3880.0,2,,,49
30546,2011,ut,utah,42.5,3195.0,1,,,49
30547,2011,ut,utah,42.8,624.0,0,,,49
30554,2011,ut,utah,26.9,586.0,0,,,49
30555,2011,ut,utah,27.2,3147.0,1,,,49
30556,2011,ut,utah,18.6,3824.0,2,,,49
30557,2011,ut,utah,11.7,4109.0,3,,,49
30582,2011,ut,utah,44.7,622.0,0,,,49
30583,2011,ut,utah,53.2,3194.0,1,,,49
30584,2011,ut,utah,55.3,3848.0,2,,,49
30610,2011,ut,utah,14.3,609.0,0,,,49
30611,2011,ut,utah,20.9,3154.0,1,,,49
30612,2011,ut,utah,29.7,3264.0,1,,,49
30613,2011,ut,utah,31.1,619.0,0,,,49
30614,2011,ut,utah,22.5,3811.0,2,,,49
30615,2011,ut,utah,27.2,4057.0,3,,,49
30640,2011,ut,utah,34.3,3166.0,1,,,49
30641,2011,ut,utah,32.1,3822.0,2,,,49
30642,2011,ut,utah,36.2,4074.0,3,,,49
30667,2011,ut,utah,24.3,634.0,0,,,49
30668,2011,ut,utah,33.5,3916.0,2,,,49
30669,2011,ut,utah,36.1,4162.0,3,,,49
30694,2011,ut,utah,33.2,649.0,0,,,49
30695,2011,ut,utah,22.4,3313.0,1,,,49
30696,2011,ut,utah,17.6,3961.0,2,,,49
30697,2011,ut,utah,11.9,4210.0,3,,,49
30721,2012,ut,utah,27.0,580.0,0,,,49
30722,2012,ut,utah,24.0,2963.0,1,,,49
30723,2012,ut,utah,25.5,4019.0,2,,,49
30724,2012,ut,utah,21.7,4092.0,3,,,49
30749,2012,ut,utah,27.3,580.0,0,,,49
30750,2012,ut,utah,33.0,2963.0,1,,,49
30751,2012,ut,utah,34.2,4019.0,2,,,49
30752,2012,ut,utah,35.5,4092.0,3,,,49
30778,2012,ut,utah,35.4,646.0,0,,,49
30779,2012,ut,utah,20.6,3168.0,1,,,49
30780,2012,ut,utah,14.2,4267.0,2,,,49
30781,2012,ut,utah,8.5,4278.0,3,,,49
30806,2013,ut,utah,21.9,583.0,0,,,49
30807,2013,ut,utah,25.4,3091.0,1,,,49
30808,2013,ut,utah,26.0,3997.0,2,,,49
30809,2013,ut,utah,20.8,4335.0,3,,,49
30834,2013,ut,utah,39.3,583.0,0,,,49
30835,2013,ut,utah,33.8,3091.0,1,,,49
30836,2013,ut,utah,33.5,3997.0,2,,,49
30837,2013,ut,utah,36.9,4335.0,3,,,49
30862,2013,ut,utah,44.8,554.0,0,,,49
30863,2013,ut,utah,43.7,2955.0,1,,,49
30864,2013,ut,utah,35.8,3959.0,2,,,49
30865,2013,ut,utah,27.6,4280.0,3,,,49
30900,2013,ut,utah,19.0,3924.0,2,,,49
30901,2013,ut,utah,11.6,4232.0,3,,,49
30912,2013,ut,utah,30.6,547.0,0,,,49
30913,2013,ut,utah,28.0,2893.0,1,,,49
30917,2013,ut,utah,38.0,558.0,0,,,49
30918,2013,ut,utah,51.4,2908.0,1,,,49
30946,2013,ut,utah,10.3,552.0,0,,,49
30948,2013,ut,utah,19.4,2864.0,1,,,49
30950,2013,ut,utah,23.7,3854.0,2,,,49
30951,2013,ut,utah,27.7,4172.0,3,,,49
30987,2013,ut,utah,19.9,553.0,0,,,49
30988,2013,ut,utah,32.0,2887.0,1,,,49
30989,2013,ut,utah,34.4,3864.0,2,,,49
30990,2013,ut,utah,38.8,4183.0,3,,,49
31011,2013,ut,utah,37.4,4252.0,3,,,49
31017,2013,ut,utah,33.5,3952.0,2,,,49
31026,2013,ut,utah,19.9,571.0,0,,,49
31027,2013,ut,utah,29.9,2949.0,1,,,49
31030,2013,ut,utah,10.7,4307.0,3,,,49
31037,2013,ut,utah,37.3,581.0,0,,,49
31045,2013,ut,utah,26.0,3015.0,1,,,49
31051,2013,ut,utah,19.6,4007.0,2,,,49
31058,2014,ut,utah,29.3,684.0,0,,,49
31059,2014,ut,utah,26.3,3716.0,1,,,49
31060,2014,ut,utah,27.0,4455.0,2,,,49
31061,2014,ut,utah,22.0,5078.0,3,,,49
31086,2014,ut,utah,32.4,684.0,0,,,49
31087,2014,ut,utah,34.1,3716.0,1,,,49
31088,2014,ut,utah,32.6,4455.0,2,,,49
31089,2014,ut,utah,36.0,5078.0,3,,,49
31115,2014,ut,utah,33.0,779.0,0,,,49
31116,2014,ut,utah,22.2,4023.0,1,,,49
31117,2014,ut,utah,14.7,4752.0,2,,,49
31118,2014,ut,utah,8.5,5345.0,3,,,49
31142,2011,vt,vermont,26.7,428.0,0,,,50
31143,2011,vt,vermont,33.1,1945.0,1,,,50
31144,2011,vt,vermont,25.1,1511.0,2,,,50
31145,2011,vt,vermont,17.4,2875.0,3,,,50
31170,2011,vt,vermont,35.2,428.0,0,,,50
31171,2011,vt,vermont,34.9,1945.0,1,,,50
31172,2011,vt,vermont,34.6,1511.0,2,,,50
31173,2011,vt,vermont,33.2,2875.0,3,,,50
31196,2011,vt,vermont,19.4,2902.0,3,,,50
31201,2011,vt,vermont,29.9,1523.0,2,,,50
31213,2011,vt,vermont,40.0,1966.0,1,,,50
31218,2011,vt,vermont,46.2,420.0,0,,,50
31227,2011,vt,vermont,30.5,403.0,0,,,50
31228,2011,vt,vermont,24.9,1920.0,1,,,50
31229,2011,vt,vermont,16.9,1497.0,2,,,50
31230,2011,vt,vermont,8.5,2867.0,3,,,50
31255,2011,vt,vermont,46.6,416.0,0,,,50
31256,2011,vt,vermont,52.7,1929.0,1,,,50
31285,2011,vt,vermont,12.3,405.0,0,,,50
31286,2011,vt,vermont,14.6,1911.0,1,,,50
31287,2011,vt,vermont,21.7,1475.0,2,,,50
31288,2011,vt,vermont,31.5,2846.0,3,,,50
31314,2011,vt,vermont,34.4,415.0,0,,,50
31315,2011,vt,vermont,36.1,1914.0,1,,,50
31316,2011,vt,vermont,38.9,1486.0,2,,,50
31317,2011,vt,vermont,46.1,2848.0,3,,,50
31344,2011,vt,vermont,17.0,421.0,0,,,50
31345,2011,vt,vermont,23.1,1981.0,1,,,50
31346,2011,vt,vermont,29.8,1518.0,2,,,50
31347,2011,vt,vermont,38.1,2902.0,3,,,50
31366,2011,vt,vermont,37.8,438.0,0,,,50
31367,2011,vt,vermont,27.7,2006.0,1,,,50
31368,2011,vt,vermont,20.0,1544.0,2,,,50
31369,2011,vt,vermont,9.6,2923.0,3,,,50
31394,2012,vt,vermont,27.7,361.0,0,,,50
31395,2012,vt,vermont,28.9,1755.0,1,,,50
31396,2012,vt,vermont,24.5,1318.0,2,,,50
31397,2012,vt,vermont,16.5,2348.0,3,,,50
31427,2012,vt,vermont,36.9,361.0,0,,,50
31428,2012,vt,vermont,38.3,1755.0,1,,,50
31429,2012,vt,vermont,35.8,1318.0,2,,,50
31430,2012,vt,vermont,35.8,2348.0,3,,,50
31450,2012,vt,vermont,38.5,379.0,0,,,50
31451,2012,vt,vermont,24.0,1843.0,1,,,50
31452,2012,vt,vermont,13.2,1384.0,2,,,50
31453,2012,vt,vermont,7.6,2425.0,3,,,50
31478,2013,vt,vermont,33.6,344.0,0,,,50
31479,2013,vt,vermont,28.4,1849.0,1,,,50
31480,2013,vt,vermont,27.6,1372.0,2,,,50
31481,2013,vt,vermont,16.0,2530.0,3,,,50
31507,2013,vt,vermont,37.7,344.0,0,,,50
31508,2013,vt,vermont,36.8,1849.0,1,,,50
31509,2013,vt,vermont,36.8,1372.0,2,,,50
31510,2013,vt,vermont,37.5,2530.0,3,,,50
31536,2013,vt,vermont,42.8,311.0,0,,,50
31537,2013,vt,vermont,36.8,1781.0,1,,,50
31538,2013,vt,vermont,35.4,1360.0,2,,,50
31539,2013,vt,vermont,24.0,2509.0,3,,,50
31563,2013,vt,vermont,8.2,2479.0,3,,,50
31564,2013,vt,vermont,15.5,1325.0,2,,,50
31569,2013,vt,vermont,22.2,1742.0,1,,,50
31588,2013,vt,vermont,31.1,299.0,0,,,50
31612,2013,vt,vermont,46.7,301.0,0,,,50
31613,2013,vt,vermont,51.9,1731.0,1,,,50
31620,2013,vt,vermont,12.7,295.0,0,,,50
31621,2013,vt,vermont,15.6,1711.0,1,,,50
31622,2013,vt,vermont,23.9,1300.0,2,,,50
31623,2013,vt,vermont,31.7,2420.0,3,,,50
31661,2013,vt,vermont,31.7,300.0,0,,,50
31662,2013,vt,vermont,34.3,1712.0,1,,,50
31663,2013,vt,vermont,36.6,1305.0,2,,,50
31664,2013,vt,vermont,47.8,2419.0,3,,,50
31674,2013,vt,vermont,23.0,1772.0,1,,,50
31676,2013,vt,vermont,15.6,307.0,0,,,50
31681,2013,vt,vermont,31.9,1334.0,2,,,50
31682,2013,vt,vermont,39.6,2479.0,3,,,50
31701,2013,vt,vermont,36.3,315.0,0,,,50
31712,2013,vt,vermont,26.0,1801.0,1,,,50
31713,2013,vt,vermont,20.3,1350.0,2,,,50
31715,2013,vt,vermont,11.3,2507.0,3,,,50
31732,2014,vt,vermont,31.9,292.0,0,,,50
31733,2014,vt,vermont,30.5,1746.0,1,,,50
31734,2014,vt,vermont,25.5,1370.0,2,,,50
31735,2014,vt,vermont,16.8,2647.0,3,,,50
31759,2014,vt,vermont,32.5,292.0,0,,,50
31760,2014,vt,vermont,38.6,1746.0,1,,,50
31761,2014,vt,vermont,33.5,1370.0,2,,,50
31762,2014,vt,vermont,35.1,2647.0,3,,,50
31787,2014,vt,vermont,34.6,313.0,0,,,50
31788,2014,vt,vermont,26.5,1860.0,1,,,50
31789,2014,vt,vermont,17.6,1465.0,2,,,50
31790,2014,vt,vermont,8.6,2774.0,3,,,50
31813,2011,va,virginia,38.1,547.0,0,,,51
31814,2011,va,virginia,32.4,1691.0,1,,,51
31815,2011,va,virginia,29.2,1494.0,2,,,51
31816,2011,va,virginia,22.8,2410.0,3,,,51
31841,2011,va,virginia,27.4,547.0,0,,,51
31842,2011,va,virginia,34.1,1691.0,1,,,51
31843,2011,va,virginia,35.0,1494.0,2,,,51
31844,2011,va,virginia,36.0,2410.0,3,,,51
31869,2011,va,virginia,29.7,2408.0,3,,,51
31879,2011,va,virginia,39.8,512.0,0,,,51
31881,2011,va,virginia,40.3,1496.0,2,,,51
31889,2011,va,virginia,46.0,1623.0,1,,,51
31898,2011,va,virginia,31.9,496.0,0,,,51
31899,2011,va,virginia,27.8,1606.0,1,,,51
31900,2011,va,virginia,20.9,1470.0,2,,,51
31902,2011,va,virginia,14.7,2388.0,3,,,51
31928,2011,va,virginia,40.1,510.0,0,,,51
31929,2011,va,virginia,44.9,1586.0,1,,,51
31930,2011,va,virginia,52.3,1452.0,2,,,51
31956,2011,va,virginia,11.4,499.0,0,,,51
31957,2011,va,virginia,16.8,1570.0,1,,,51
31958,2011,va,virginia,22.7,1433.0,2,,,51
31959,2011,va,virginia,32.0,2333.0,3,,,51
31984,2011,va,virginia,27.9,503.0,0,,,51
31985,2011,va,virginia,31.0,1561.0,1,,,51
31986,2011,va,virginia,33.0,1434.0,2,,,51
31987,2011,va,virginia,38.7,2325.0,3,,,51
32012,2011,va,virginia,19.2,531.0,0,,,51
32013,2011,va,virginia,28.3,1650.0,1,,,51
32014,2011,va,virginia,34.8,1496.0,2,,,51
32015,2011,va,virginia,42.3,2408.0,3,,,51
32040,2011,va,virginia,39.7,549.0,0,,,51
32041,2011,va,virginia,32.8,1673.0,1,,,51
32042,2011,va,virginia,24.3,1522.0,2,,,51
32043,2011,va,virginia,13.1,2434.0,3,,,51
32067,2012,va,virginia,33.9,564.0,0,,,51
32068,2012,va,virginia,32.5,1712.0,1,,,51
32069,2012,va,virginia,28.1,1699.0,2,,,51
32070,2012,va,virginia,19.8,2961.0,3,,,51
32096,2012,va,virginia,34.6,564.0,0,,,51
32097,2012,va,virginia,33.9,1712.0,1,,,51
32098,2012,va,virginia,36.6,1699.0,2,,,51
32099,2012,va,virginia,38.4,2961.0,3,,,51
32123,2012,va,virginia,40.8,613.0,0,,,51
32124,2012,va,virginia,28.6,1803.0,1,,,51
32125,2012,va,virginia,19.6,1790.0,2,,,51
32126,2012,va,virginia,12.3,3134.0,3,,,51
32151,2013,va,virginia,30.6,720.0,0,,,51
32152,2013,va,virginia,31.0,2047.0,1,,,51
32153,2013,va,virginia,28.8,1998.0,2,,,51
32154,2013,va,virginia,21.4,3157.0,3,,,51
32179,2013,va,virginia,35.7,720.0,0,,,51
32180,2013,va,virginia,37.5,2047.0,1,,,51
32181,2013,va,virginia,35.8,1998.0,2,,,51
32182,2013,va,virginia,37.7,3157.0,3,,,51
32208,2013,va,virginia,48.2,668.0,0,,,51
32209,2013,va,virginia,41.1,1911.0,1,,,51
32210,2013,va,virginia,36.8,1917.0,2,,,51
32211,2013,va,virginia,30.9,3117.0,3,,,51
32241,2013,va,virginia,35.2,641.0,0,,,51
32247,2013,va,virginia,12.3,3082.0,3,,,51
32256,2013,va,virginia,29.2,1881.0,1,,,51
32260,2013,va,virginia,19.1,1879.0,2,,,51
32263,2013,va,virginia,34.6,669.0,0,,,51
32265,2013,va,virginia,46.1,1874.0,1,,,51
32266,2013,va,virginia,54.4,1872.0,2,,,51
32293,2013,va,virginia,7.9,659.0,0,,,51
32294,2013,va,virginia,16.8,1851.0,1,,,51
32295,2013,va,virginia,24.5,1849.0,2,,,51
32296,2013,va,virginia,31.1,3018.0,3,,,51
32320,2013,va,virginia,24.2,663.0,0,,,51
32321,2013,va,virginia,30.1,1854.0,1,,,51
32322,2013,va,virginia,33.3,1861.0,2,,,51
32323,2013,va,virginia,35.9,3022.0,3,,,51
32346,2013,va,virginia,17.8,689.0,0,,,51
32352,2013,va,virginia,27.3,1927.0,1,,,51
32353,2013,va,virginia,34.8,1912.0,2,,,51
32354,2013,va,virginia,40.1,3106.0,3,,,51
